,Collection,BrandLine,Material,StyleCode,GridValue,Style,Region,Size,Color,Month,Demand,Color_Base,Color_Finish,Is_Multicolor,OpticalOrSun,BrandName
3328,KO,NIKE OPTICAL,44348,NIKE 8045,5717076,NIKE 8045/57/BRUSHED,EMEA,57,BRUSHED,2024-01,40.0,Unknown,brushed,0.0,Sun,Nike
3329,KO,NIKE OPTICAL,44348,NIKE 8045,5717076,NIKE 8045/57/BRUSHED,EMEA,57,BRUSHED,2024-02,57.0,Unknown,brushed,0.0,Sun,Nike
3330,KO,NIKE OPTICAL,44348,NIKE 8045,5717076,NIKE 8045/57/BRUSHED,EMEA,57,BRUSHED,2024-03,44.0,Unknown,brushed,0.0,Sun,Nike
3331,KO,NIKE OPTICAL,44348,NIKE 8045,5717076,NIKE 8045/57/BRUSHED,EMEA,57,BRUSHED,2024-04,36.0,Unknown,brushed,0.0,Sun,Nike
3332,KO,NIKE OPTICAL,44348,NIKE 8045,5717076,NIKE 8045/57/BRUSHED,EMEA,57,BRUSHED,2024-05,37.0,Unknown,brushed,0.0,Sun,Nike
3333,KO,NIKE OPTICAL,44348,NIKE 8045,5717076,NIKE 8045/57/BRUSHED,EMEA,57,BRUSHED,2024-06,41.0,Unknown,brushed,0.0,Sun,Nike
3334,KO,NIKE OPTICAL,44348,NIKE 8045,5717076,NIKE 8045/57/BRUSHED,EMEA,57,BRUSHED,2024-07,34.0,Unknown,brushed,0.0,Sun,Nike
3335,KO,NIKE OPTICAL,44348,NIKE 8045,5717076,NIKE 8045/57/BRUSHED,EMEA,57,BRUSHED,2024-08,12.0,Unknown,brushed,0.0,Sun,Nike
3336,KO,NIKE OPTICAL,44348,NIKE 8045,5717416,NIKE 8045/57/BRUSHED,AMER,57,BRUSHED,2023-09,111.0,Unknown,brushed,0.0,Sun,Nike
3337,KO,NIKE OPTICAL,44348,NIKE 8045,5717416,NIKE 8045/57/BRUSHED,AMER,57,BRUSHED,2023-10,97.0,Unknown,brushed,0.0,Sun,Nike
3338,KO,NIKE OPTICAL,44348,NIKE 8045,5717416,NIKE 8045/57/BRUSHED,AMER,57,BRUSHED,2023-11,105.0,Unknown,brushed,0.0,Sun,Nike
3339,KO,NIKE OPTICAL,44348,NIKE 8045,5717416,NIKE 8045/57/BRUSHED,AMER,57,BRUSHED,2023-12,98.0,Unknown,brushed,0.0,Sun,Nike
3340,KO,NIKE OPTICAL,44348,NIKE 8045,5717416,NIKE 8045/57/BRUSHED,AMER,57,BRUSHED,2024-01,101.0,Unknown,brushed,0.0,Sun,Nike
3341,KO,NIKE OPTICAL,44348,NIKE 8045,5717416,NIKE 8045/57/BRUSHED,AMER,57,BRUSHED,2024-02,103.0,Unknown,brushed,0.0,Sun,Nike
3342,KO,NIKE OPTICAL,44348,NIKE 8045,5717416,NIKE 8045/57/BRUSHED,AMER,57,BRUSHED,2024-03,180.0,Unknown,brushed,0.0,Sun,Nike
3343,KO,NIKE OPTICAL,44348,NIKE 8045,5717416,NIKE 8045/57/BRUSHED,AMER,57,BRUSHED,2024-04,131.0,Unknown,brushed,0.0,Sun,Nike
3344,KO,NIKE OPTICAL,44348,NIKE 8045,5717416,NIKE 8045/57/BRUSHED,AMER,57,BRUSHED,2024-05,116.0,Unknown,brushed,0.0,Sun,Nike
3345,KO,NIKE OPTICAL,44348,NIKE 8045,5717416,NIKE 8045/57/BRUSHED,AMER,57,BRUSHED,2024-06,79.0,Unknown,brushed,0.0,Sun,Nike
3346,KO,NIKE OPTICAL,44348,NIKE 8045,5717416,NIKE 8045/57/BRUSHED,AMER,57,BRUSHED,2024-07,97.0,Unknown,brushed,0.0,Sun,Nike
3347,KO,NIKE OPTICAL,44348,NIKE 8045,5717416,NIKE 8045/57/BRUSHED,AMER,57,BRUSHED,2024-08,109.0,Unknown,brushed,0.0,Sun,Nike
3348,KO,NIKE OPTICAL,44348,NIKE 8045,5717416,NIKE 8045/57/BRUSHED,EMEA,57,BRUSHED,2023-09,70.0,Unknown,brushed,0.0,Sun,Nike
3349,KO,NIKE OPTICAL,44348,NIKE 8045,5717416,NIKE 8045/57/BRUSHED,EMEA,57,BRUSHED,2023-10,59.0,Unknown,brushed,0.0,Sun,Nike
3350,KO,NIKE OPTICAL,44348,NIKE 8045,5717416,NIKE 8045/57/BRUSHED,EMEA,57,BRUSHED,2023-11,49.0,Unknown,brushed,0.0,Sun,Nike
3351,KO,NIKE OPTICAL,44348,NIKE 8045,5717416,NIKE 8045/57/BRUSHED,EMEA,57,BRUSHED,2023-12,29.0,Unknown,brushed,0.0,Sun,Nike
3352,KO,NIKE OPTICAL,44348,NIKE 8045,5717416,NIKE 8045/57/BRUSHED,EMEA,57,BRUSHED,2024-01,39.0,Unknown,brushed,0.0,Sun,Nike
3353,KO,NIKE OPTICAL,44348,NIKE 8045,5717416,NIKE 8045/57/BRUSHED,EMEA,57,BRUSHED,2024-02,64.0,Unknown,brushed,0.0,Sun,Nike
3354,KO,NIKE OPTICAL,44348,NIKE 8045,5717416,NIKE 8045/57/BRUSHED,EMEA,57,BRUSHED,2024-03,74.0,Unknown,brushed,0.0,Sun,Nike
3355,KO,NIKE OPTICAL,44348,NIKE 8045,5717416,NIKE 8045/57/BRUSHED,EMEA,57,BRUSHED,2024-04,38.0,Unknown,brushed,0.0,Sun,Nike
3356,KO,NIKE OPTICAL,44348,NIKE 8045,5717416,NIKE 8045/57/BRUSHED,EMEA,57,BRUSHED,2024-05,46.0,Unknown,brushed,0.0,Sun,Nike
3357,KO,NIKE OPTICAL,44348,NIKE 8045,5717416,NIKE 8045/57/BRUSHED,EMEA,57,BRUSHED,2024-06,53.0,Unknown,brushed,0.0,Sun,Nike
3358,KO,NIKE OPTICAL,44348,NIKE 8045,5717416,NIKE 8045/57/BRUSHED,EMEA,57,BRUSHED,2024-07,40.0,Unknown,brushed,0.0,Sun,Nike
3359,KO,NIKE OPTICAL,44348,NIKE 8045,5717416,NIKE 8045/57/BRUSHED,EMEA,57,BRUSHED,2024-08,28.0,Unknown,brushed,0.0,Sun,Nike
3360,KO,NIKE OPTICAL,45671,NIKE 6076AF,5715063,NIKE 6076AF/57/BRUSH,AMER,57,BRUSH,2023-09,2.0,Unknown,brushed,0.0,Sun,Nike
3361,KO,NIKE OPTICAL,45671,NIKE 6076AF,5715063,NIKE 6076AF/57/BRUSH,AMER,57,BRUSH,2023-10,1.0,Unknown,brushed,0.0,Sun,Nike
3362,KO,NIKE OPTICAL,45671,NIKE 6076AF,5715063,NIKE 6076AF/57/BRUSH,AMER,57,BRUSH,2023-11,3.0,Unknown,brushed,0.0,Sun,Nike
3363,KO,NIKE OPTICAL,45671,NIKE 6076AF,5715063,NIKE 6076AF/57/BRUSH,AMER,57,BRUSH,2023-12,2.0,Unknown,brushed,0.0,Sun,Nike
3364,KO,NIKE OPTICAL,45671,NIKE 6076AF,5715063,NIKE 6076AF/57/BRUSH,AMER,57,BRUSH,2024-01,0,Unknown,brushed,0.0,Sun,Nike
3365,KO,NIKE OPTICAL,45671,NIKE 6076AF,5715063,NIKE 6076AF/57/BRUSH,AMER,57,BRUSH,2024-02,3.0,Unknown,brushed,0.0,Sun,Nike
3366,KO,NIKE OPTICAL,45671,NIKE 6076AF,5715063,NIKE 6076AF/57/BRUSH,AMER,57,BRUSH,2024-03,3.0,Unknown,brushed,0.0,Sun,Nike
3367,KO,NIKE OPTICAL,45671,NIKE 6076AF,5715063,NIKE 6076AF/57/BRUSH,AMER,57,BRUSH,2024-04,3.0,Unknown,brushed,0.0,Sun,Nike
3368,KO,NIKE OPTICAL,45671,NIKE 6076AF,5715063,NIKE 6076AF/57/BRUSH,AMER,57,BRUSH,2024-05,2.0,Unknown,brushed,0.0,Sun,Nike
3369,KO,NIKE OPTICAL,45671,NIKE 6076AF,5715063,NIKE 6076AF/57/BRUSH,AMER,57,BRUSH,2024-06,1.0,Unknown,brushed,0.0,Sun,Nike
3370,KO,NIKE OPTICAL,45671,NIKE 6076AF,5715063,NIKE 6076AF/57/BRUSH,AMER,57,BRUSH,2024-07,3.0,Unknown,brushed,0.0,Sun,Nike
3371,KO,NIKE OPTICAL,45671,NIKE 6076AF,5715063,NIKE 6076AF/57/BRUSH,AMER,57,BRUSH,2024-08,6.0,Unknown,brushed,0.0,Sun,Nike
3372,KO,NIKE OPTICAL,45678,NIKE 6079AF,5419007,NIKE 6079AF/54/BLACK,AMER,54,BLACK,2023-09,0,black,shiny,0.0,Sun,Nike
3373,KO,NIKE OPTICAL,45678,NIKE 6079AF,5419007,NIKE 6079AF/54/BLACK,AMER,54,BLACK,2023-10,0,black,shiny,0.0,Sun,Nike
3374,KO,NIKE OPTICAL,45678,NIKE 6079AF,5419007,NIKE 6079AF/54/BLACK,AMER,54,BLACK,2023-11,0,black,shiny,0.0,Sun,Nike
3375,KO,NIKE OPTICAL,45678,NIKE 6079AF,5419007,NIKE 6079AF/54/BLACK,AMER,54,BLACK,2023-12,0,black,shiny,0.0,Sun,Nike
3376,KO,NIKE OPTICAL,45678,NIKE 6079AF,5419007,NIKE 6079AF/54/BLACK,AMER,54,BLACK,2024-01,0,black,shiny,0.0,Sun,Nike
3377,KO,NIKE OPTICAL,45678,NIKE 6079AF,5419007,NIKE 6079AF/54/BLACK,AMER,54,BLACK,2024-02,0,black,shiny,0.0,Sun,Nike
3378,KO,NIKE OPTICAL,45678,NIKE 6079AF,5419007,NIKE 6079AF/54/BLACK,AMER,54,BLACK,2024-03,0,black,shiny,0.0,Sun,Nike
3379,KO,NIKE OPTICAL,45678,NIKE 6079AF,5419007,NIKE 6079AF/54/BLACK,AMER,54,BLACK,2024-04,0,black,shiny,0.0,Sun,Nike
3380,KO,NIKE OPTICAL,45678,NIKE 6079AF,5419007,NIKE 6079AF/54/BLACK,AMER,54,BLACK,2024-05,0,black,shiny,0.0,Sun,Nike
3381,KO,NIKE OPTICAL,45678,NIKE 6079AF,5419007,NIKE 6079AF/54/BLACK,AMER,54,BLACK,2024-06,0,black,shiny,0.0,Sun,Nike
3382,KO,NIKE OPTICAL,45678,NIKE 6079AF,5419007,NIKE 6079AF/54/BLACK,AMER,54,BLACK,2024-07,0,black,shiny,0.0,Sun,Nike
3383,KO,NIKE OPTICAL,45678,NIKE 6079AF,5419007,NIKE 6079AF/54/BLACK,AMER,54,BLACK,2024-08,1.0,black,shiny,0.0,Sun,Nike
3384,KO,NIKE OPTICAL,45679,NIKE 7136AF,5715219,NIKE 7136AF/57/MATTE,AMER,57,MATTE,2023-09,3.0,Unknown,matte,0.0,Sun,Nike
3385,KO,NIKE OPTICAL,45679,NIKE 7136AF,5715219,NIKE 7136AF/57/MATTE,AMER,57,MATTE,2023-10,3.0,Unknown,matte,0.0,Sun,Nike
3386,KO,NIKE OPTICAL,45679,NIKE 7136AF,5715219,NIKE 7136AF/57/MATTE,AMER,57,MATTE,2023-11,2.0,Unknown,matte,0.0,Sun,Nike
3387,KO,NIKE OPTICAL,45679,NIKE 7136AF,5715219,NIKE 7136AF/57/MATTE,AMER,57,MATTE,2023-12,0,Unknown,matte,0.0,Sun,Nike
3388,KO,NIKE OPTICAL,45679,NIKE 7136AF,5715219,NIKE 7136AF/57/MATTE,AMER,57,MATTE,2024-01,0,Unknown,matte,0.0,Sun,Nike
3389,KO,NIKE OPTICAL,45679,NIKE 7136AF,5715219,NIKE 7136AF/57/MATTE,AMER,57,MATTE,2024-02,0,Unknown,matte,0.0,Sun,Nike
3390,KO,NIKE OPTICAL,45679,NIKE 7136AF,5715219,NIKE 7136AF/57/MATTE,AMER,57,MATTE,2024-03,0,Unknown,matte,0.0,Sun,Nike
3391,KO,NIKE OPTICAL,45679,NIKE 7136AF,5715219,NIKE 7136AF/57/MATTE,AMER,57,MATTE,2024-04,0,Unknown,matte,0.0,Sun,Nike
3392,KO,NIKE OPTICAL,45679,NIKE 7136AF,5715219,NIKE 7136AF/57/MATTE,AMER,57,MATTE,2024-05,0,Unknown,matte,0.0,Sun,Nike
3393,KO,NIKE OPTICAL,45679,NIKE 7136AF,5715219,NIKE 7136AF/57/MATTE,AMER,57,MATTE,2024-06,1.0,Unknown,matte,0.0,Sun,Nike
3394,KO,NIKE OPTICAL,45679,NIKE 7136AF,5715219,NIKE 7136AF/57/MATTE,AMER,57,MATTE,2024-07,0,Unknown,matte,0.0,Sun,Nike
3395,KO,NIKE OPTICAL,45679,NIKE 7136AF,5715219,NIKE 7136AF/57/MATTE,AMER,57,MATTE,2024-08,0,Unknown,matte,0.0,Sun,Nike
3396,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616007,NIKE 7137AF/56/BLACK,AMER,56,BLACK,2023-09,1.0,black,shiny,0.0,Sun,Nike
3397,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616007,NIKE 7137AF/56/BLACK,AMER,56,BLACK,2023-10,2.0,black,shiny,0.0,Sun,Nike
3398,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616007,NIKE 7137AF/56/BLACK,AMER,56,BLACK,2023-11,0,black,shiny,0.0,Sun,Nike
3399,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616007,NIKE 7137AF/56/BLACK,AMER,56,BLACK,2023-12,1.0,black,shiny,0.0,Sun,Nike
3400,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616007,NIKE 7137AF/56/BLACK,AMER,56,BLACK,2024-01,1.0,black,shiny,0.0,Sun,Nike
3401,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616007,NIKE 7137AF/56/BLACK,AMER,56,BLACK,2024-02,2.0,black,shiny,0.0,Sun,Nike
3402,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616007,NIKE 7137AF/56/BLACK,AMER,56,BLACK,2024-03,0,black,shiny,0.0,Sun,Nike
3403,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616007,NIKE 7137AF/56/BLACK,AMER,56,BLACK,2024-04,1.0,black,shiny,0.0,Sun,Nike
3404,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616007,NIKE 7137AF/56/BLACK,AMER,56,BLACK,2024-05,0,black,shiny,0.0,Sun,Nike
3405,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616007,NIKE 7137AF/56/BLACK,AMER,56,BLACK,2024-06,0,black,shiny,0.0,Sun,Nike
3406,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616007,NIKE 7137AF/56/BLACK,AMER,56,BLACK,2024-07,1.0,black,shiny,0.0,Sun,Nike
3407,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616007,NIKE 7137AF/56/BLACK,AMER,56,BLACK,2024-08,0,black,shiny,0.0,Sun,Nike
3408,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616061,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2023-09,1.0,Unknown,matte,0.0,Sun,Nike
3409,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616061,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2023-10,0,Unknown,matte,0.0,Sun,Nike
3410,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616061,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2023-11,0,Unknown,matte,0.0,Sun,Nike
3411,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616061,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2023-12,0,Unknown,matte,0.0,Sun,Nike
3412,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616061,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2024-01,2.0,Unknown,matte,0.0,Sun,Nike
3413,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616061,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2024-02,1.0,Unknown,matte,0.0,Sun,Nike
3414,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616061,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2024-03,1.0,Unknown,matte,0.0,Sun,Nike
3415,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616061,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2024-04,1.0,Unknown,matte,0.0,Sun,Nike
3416,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616061,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2024-05,0,Unknown,matte,0.0,Sun,Nike
3417,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616061,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2024-06,1.0,Unknown,matte,0.0,Sun,Nike
3418,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616061,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2024-07,3.0,Unknown,matte,0.0,Sun,Nike
3419,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616061,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2024-08,3.0,Unknown,matte,0.0,Sun,Nike
3420,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616211,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2023-09,0,Unknown,matte,0.0,Sun,Nike
3421,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616211,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2023-10,0,Unknown,matte,0.0,Sun,Nike
3422,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616211,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2023-11,0,Unknown,matte,0.0,Sun,Nike
3423,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616211,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2023-12,1.0,Unknown,matte,0.0,Sun,Nike
3424,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616211,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2024-01,1.0,Unknown,matte,0.0,Sun,Nike
3425,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616211,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2024-02,0,Unknown,matte,0.0,Sun,Nike
3426,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616211,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2024-03,0,Unknown,matte,0.0,Sun,Nike
3427,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616211,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2024-04,1.0,Unknown,matte,0.0,Sun,Nike
3428,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616211,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2024-05,0,Unknown,matte,0.0,Sun,Nike
3429,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616211,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2024-06,0,Unknown,matte,0.0,Sun,Nike
3430,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616211,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2024-07,0,Unknown,matte,0.0,Sun,Nike
3431,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616211,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2024-08,0,Unknown,matte,0.0,Sun,Nike
3432,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616402,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2023-09,0,Unknown,matte,0.0,Sun,Nike
3433,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616402,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2023-10,2.0,Unknown,matte,0.0,Sun,Nike
3434,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616402,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2023-11,2.0,Unknown,matte,0.0,Sun,Nike
3435,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616402,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2023-12,0,Unknown,matte,0.0,Sun,Nike
3436,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616402,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2024-01,1.0,Unknown,matte,0.0,Sun,Nike
3437,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616402,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2024-02,1.0,Unknown,matte,0.0,Sun,Nike
3438,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616402,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2024-03,1.0,Unknown,matte,0.0,Sun,Nike
3439,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616402,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2024-04,0,Unknown,matte,0.0,Sun,Nike
3440,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616402,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2024-05,0,Unknown,matte,0.0,Sun,Nike
3441,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616402,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2024-06,0,Unknown,matte,0.0,Sun,Nike
3442,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616402,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2024-07,3.0,Unknown,matte,0.0,Sun,Nike
3443,KO,NIKE OPTICAL,45680,NIKE 7137AF,5616402,NIKE 7137AF/56/MATTE,AMER,56,MATTE,2024-08,0,Unknown,matte,0.0,Sun,Nike
3444,KO,NIKE OPTICAL,46734,NIKE 8136AF,5914401,NIKE 8136AF/59/SATIN,AMER,59,SATIN,2023-09,0,Unknown,satin,0.0,Sun,Nike
3445,KO,NIKE OPTICAL,46734,NIKE 8136AF,5914401,NIKE 8136AF/59/SATIN,AMER,59,SATIN,2023-10,0,Unknown,satin,0.0,Sun,Nike
3446,KO,NIKE OPTICAL,46734,NIKE 8136AF,5914401,NIKE 8136AF/59/SATIN,AMER,59,SATIN,2023-11,0,Unknown,satin,0.0,Sun,Nike
3447,KO,NIKE OPTICAL,46734,NIKE 8136AF,5914401,NIKE 8136AF/59/SATIN,AMER,59,SATIN,2023-12,0,Unknown,satin,0.0,Sun,Nike
3448,KO,NIKE OPTICAL,46734,NIKE 8136AF,5914401,NIKE 8136AF/59/SATIN,AMER,59,SATIN,2024-01,1.0,Unknown,satin,0.0,Sun,Nike
3449,KO,NIKE OPTICAL,46734,NIKE 8136AF,5914401,NIKE 8136AF/59/SATIN,AMER,59,SATIN,2024-02,0,Unknown,satin,0.0,Sun,Nike
3450,KO,NIKE OPTICAL,46734,NIKE 8136AF,5914401,NIKE 8136AF/59/SATIN,AMER,59,SATIN,2024-03,0,Unknown,satin,0.0,Sun,Nike
3451,KO,NIKE OPTICAL,46734,NIKE 8136AF,5914401,NIKE 8136AF/59/SATIN,AMER,59,SATIN,2024-04,0,Unknown,satin,0.0,Sun,Nike
3452,KO,NIKE OPTICAL,46734,NIKE 8136AF,5914401,NIKE 8136AF/59/SATIN,AMER,59,SATIN,2024-05,0,Unknown,satin,0.0,Sun,Nike
3453,KO,NIKE OPTICAL,46734,NIKE 8136AF,5914401,NIKE 8136AF/59/SATIN,AMER,59,SATIN,2024-06,0,Unknown,satin,0.0,Sun,Nike
3454,KO,NIKE OPTICAL,46734,NIKE 8136AF,5914401,NIKE 8136AF/59/SATIN,AMER,59,SATIN,2024-07,0,Unknown,satin,0.0,Sun,Nike
3455,KO,NIKE OPTICAL,46734,NIKE 8136AF,5914401,NIKE 8136AF/59/SATIN,AMER,59,SATIN,2024-08,1.0,Unknown,satin,0.0,Sun,Nike
3456,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015028,NIKE 7140AF/60/OIL G,AMER,60,OIL G,2023-09,0,gold,shiny,0.0,Sun,Nike
3457,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015028,NIKE 7140AF/60/OIL G,AMER,60,OIL G,2023-10,0,gold,shiny,0.0,Sun,Nike
3458,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015028,NIKE 7140AF/60/OIL G,AMER,60,OIL G,2023-11,0,gold,shiny,0.0,Sun,Nike
3459,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015028,NIKE 7140AF/60/OIL G,AMER,60,OIL G,2023-12,0,gold,shiny,0.0,Sun,Nike
3460,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015028,NIKE 7140AF/60/OIL G,AMER,60,OIL G,2024-01,0,gold,shiny,0.0,Sun,Nike
3461,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015028,NIKE 7140AF/60/OIL G,AMER,60,OIL G,2024-02,0,gold,shiny,0.0,Sun,Nike
3462,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015028,NIKE 7140AF/60/OIL G,AMER,60,OIL G,2024-03,0,gold,shiny,0.0,Sun,Nike
3463,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015028,NIKE 7140AF/60/OIL G,AMER,60,OIL G,2024-04,0,gold,shiny,0.0,Sun,Nike
3464,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015028,NIKE 7140AF/60/OIL G,AMER,60,OIL G,2024-05,0,gold,shiny,0.0,Sun,Nike
3465,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015028,NIKE 7140AF/60/OIL G,AMER,60,OIL G,2024-06,0,gold,shiny,0.0,Sun,Nike
3466,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015028,NIKE 7140AF/60/OIL G,AMER,60,OIL G,2024-07,0,gold,shiny,0.0,Sun,Nike
3467,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015028,NIKE 7140AF/60/OIL G,AMER,60,OIL G,2024-08,2.0,gold,shiny,0.0,Sun,Nike
3468,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015036,NIKE 7140AF/60/MATTE,AMER,60,MATTE,2023-09,0,Unknown,matte,0.0,Sun,Nike
3469,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015036,NIKE 7140AF/60/MATTE,AMER,60,MATTE,2023-10,6.0,Unknown,matte,0.0,Sun,Nike
3470,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015036,NIKE 7140AF/60/MATTE,AMER,60,MATTE,2023-11,2.0,Unknown,matte,0.0,Sun,Nike
3471,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015036,NIKE 7140AF/60/MATTE,AMER,60,MATTE,2023-12,3.0,Unknown,matte,0.0,Sun,Nike
3472,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015036,NIKE 7140AF/60/MATTE,AMER,60,MATTE,2024-01,0,Unknown,matte,0.0,Sun,Nike
3473,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015036,NIKE 7140AF/60/MATTE,AMER,60,MATTE,2024-02,2.0,Unknown,matte,0.0,Sun,Nike
3474,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015036,NIKE 7140AF/60/MATTE,AMER,60,MATTE,2024-03,0,Unknown,matte,0.0,Sun,Nike
3475,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015036,NIKE 7140AF/60/MATTE,AMER,60,MATTE,2024-04,4.0,Unknown,matte,0.0,Sun,Nike
3476,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015036,NIKE 7140AF/60/MATTE,AMER,60,MATTE,2024-05,0,Unknown,matte,0.0,Sun,Nike
3477,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015036,NIKE 7140AF/60/MATTE,AMER,60,MATTE,2024-06,4.0,Unknown,matte,0.0,Sun,Nike
3478,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015036,NIKE 7140AF/60/MATTE,AMER,60,MATTE,2024-07,0,Unknown,matte,0.0,Sun,Nike
3479,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015036,NIKE 7140AF/60/MATTE,AMER,60,MATTE,2024-08,0,Unknown,matte,0.0,Sun,Nike
3480,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015207,NIKE 7140AF/60/MATTE,AMER,60,MATTE,2023-09,0,Unknown,matte,0.0,Sun,Nike
3481,KO,NIKE OPTICAL,46735,NIKE 7140AF,6015207,NIKE 7140AF/60/MATTE,AMER,60,MATTE,2023-10,0,Unknown,matte,0.0,Sun,Nike
