Unnamed: 0,Collection,BrandLine,Material,StyleCode,GridValue,Style,Region,Size,Color,Month,Demand,Color_Base,Color_Finish,Is_Multicolor,OpticalOrSun,BrandName,Brand_Tier,Lookalike_ID,Date,Glasses,Sunglasses,Glasses_3m_avg,Sunglasses_3m_avg,Glasses_pct_change,Sunglasses_pct_change,Trend_acetate_frame_glasses,Trend_Calvin_Klein_frames,Trend_FSA_glasses,Trend_metal_frame_glasses,Trend_Lacoste_frames,Trend_Nike_frames
7092,KO,NIKE OPTICAL,NKRXCLIPIII,NIKE RX CLIP III VIC,4520900,NIKE RX CLIP III VIC,AMER,Unknown,,2023-09,6.0,Unknown,Unknown,0.0,Optical,Nike,Sport,Nike_Unknown_NKRXCLIPIII,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60
7093,KO,NIKE OPTICAL,NKRXCLIPIII,NIKE RX CLIP III VIC,4520900,NIKE RX CLIP III VIC,AMER,Unknown,,2023-10,10.0,Unknown,Unknown,0.0,Optical,Nike,Sport,Nike_Unknown_NKRXCLIPIII,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58
7094,KO,NIKE OPTICAL,NKRXCLIPIII,NIKE RX CLIP III VIC,4520900,NIKE RX CLIP III VIC,AMER,Unknown,,2023-11,2.0,Unknown,Unknown,0.0,Optical,Nike,Sport,Nike_Unknown_NKRXCLIPIII,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73
7095,KO,NIKE OPTICAL,NKRXCLIPIII,NIKE RX CLIP III VIC,4520900,NIKE RX CLIP III VIC,AMER,Unknown,,2023-12,2.0,Unknown,Unknown,0.0,Optical,Nike,Sport,Nike_Unknown_NKRXCLIPIII,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93
7096,KO,NIKE OPTICAL,NKRXCLIPIII,NIKE RX CLIP III VIC,4520900,NIKE RX CLIP III VIC,AMER,Unknown,,2024-01,8.0,Unknown,Unknown,0.0,Optical,Nike,Sport,Nike_Unknown_NKRXCLIPIII,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67
7097,KO,NIKE OPTICAL,NKRXCLIPIII,NIKE RX CLIP III VIC,4520900,NIKE RX CLIP III VIC,AMER,Unknown,,2024-02,6.0,Unknown,Unknown,0.0,Optical,Nike,Sport,Nike_Unknown_NKRXCLIPIII,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66
7098,KO,NIKE OPTICAL,NKRXCLIPIII,NIKE RX CLIP III VIC,4520900,NIKE RX CLIP III VIC,AMER,Unknown,,2024-03,7.0,Unknown,Unknown,0.0,Optical,Nike,Sport,Nike_Unknown_NKRXCLIPIII,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62
7099,KO,NIKE OPTICAL,NKRXCLIPIII,NIKE RX CLIP III VIC,4520900,NIKE RX CLIP III VIC,AMER,Unknown,,2024-04,11.0,Unknown,Unknown,0.0,Optical,Nike,Sport,Nike_Unknown_NKRXCLIPIII,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63
7100,KO,NIKE OPTICAL,NKRXCLIPIII,NIKE RX CLIP III VIC,4520900,NIKE RX CLIP III VIC,AMER,Unknown,,2024-05,8.0,Unknown,Unknown,0.0,Optical,Nike,Sport,Nike_Unknown_NKRXCLIPIII,2024-05-01,45,30,67.0,25.0,4.44%,6.67%,18,70,18,41,48,57
7101,KO,NIKE OPTICAL,NKRXCLIPIII,NIKE RX CLIP III VIC,4520900,NIKE RX CLIP III VIC,AMER,Unknown,,2024-06,10.0,Unknown,Unknown,0.0,Optical,Nike,Sport,Nike_Unknown_NKRXCLIPIII,2024-06-01,47,32,66.0,29.0,-2.13%,-9.38%,20,85,21,42,37,60
7102,KO,NIKE OPTICAL,NKRXCLIPIII,NIKE RX CLIP III VIC,4520900,NIKE RX CLIP III VIC,AMER,Unknown,,2024-07,3.0,Unknown,Unknown,0.0,Optical,Nike,Sport,Nike_Unknown_NKRXCLIPIII,2024-07-01,46,29,64.0,31.0,2.17%,-13.79%,0,80,18,39,70,62
7103,KO,NIKE OPTICAL,NKRXCLIPIII,NIKE RX CLIP III VIC,4520900,NIKE RX CLIP III VIC,AMER,Unknown,,2024-08,4.0,Unknown,Unknown,0.0,Optical,Nike,Sport,Nike_Unknown_NKRXCLIPIII,2024-08-01,47,25,46.0,30.0,-2.13%,-20.00%,18,75,20,48,63,55
5184,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615008,NIKE 5059/46/BLACK/T,AMER,46,BLACK/T,2023-09,0.0,black,shiny,1.0,Optical,Nike,Sport,Nike_black_NK5059,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60
5185,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615008,NIKE 5059/46/BLACK/T,AMER,46,BLACK/T,2023-10,0.0,black,shiny,1.0,Optical,Nike,Sport,Nike_black_NK5059,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58
5186,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615008,NIKE 5059/46/BLACK/T,AMER,46,BLACK/T,2023-11,0.0,black,shiny,1.0,Optical,Nike,Sport,Nike_black_NK5059,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73
5187,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615008,NIKE 5059/46/BLACK/T,AMER,46,BLACK/T,2023-12,0.0,black,shiny,1.0,Optical,Nike,Sport,Nike_black_NK5059,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93
5188,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615008,NIKE 5059/46/BLACK/T,AMER,46,BLACK/T,2024-01,0.0,black,shiny,1.0,Optical,Nike,Sport,Nike_black_NK5059,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67
5189,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615008,NIKE 5059/46/BLACK/T,AMER,46,BLACK/T,2024-02,0.0,black,shiny,1.0,Optical,Nike,Sport,Nike_black_NK5059,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66
5190,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615008,NIKE 5059/46/BLACK/T,AMER,46,BLACK/T,2024-03,1.0,black,shiny,1.0,Optical,Nike,Sport,Nike_black_NK5059,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62
5191,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615008,NIKE 5059/46/BLACK/T,AMER,46,BLACK/T,2024-04,71.0,black,shiny,1.0,Optical,Nike,Sport,Nike_black_NK5059,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63
5192,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615008,NIKE 5059/46/BLACK/T,AMER,46,BLACK/T,2024-05,234.0,black,shiny,1.0,Optical,Nike,Sport,Nike_black_NK5059,2024-05-01,45,30,67.0,25.0,4.44%,6.67%,18,70,18,41,48,57
5193,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615008,NIKE 5059/46/BLACK/T,AMER,46,BLACK/T,2024-06,164.0,black,shiny,1.0,Optical,Nike,Sport,Nike_black_NK5059,2024-06-01,47,32,66.0,29.0,-2.13%,-9.38%,20,85,21,42,37,60
5194,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615008,NIKE 5059/46/BLACK/T,AMER,46,BLACK/T,2024-07,147.0,black,shiny,1.0,Optical,Nike,Sport,Nike_black_NK5059,2024-07-01,46,29,64.0,31.0,2.17%,-13.79%,0,80,18,39,70,62
5195,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615008,NIKE 5059/46/BLACK/T,AMER,46,BLACK/T,2024-08,115.0,black,shiny,1.0,Optical,Nike,Sport,Nike_black_NK5059,2024-08-01,47,25,46.0,30.0,-2.13%,-20.00%,18,75,20,48,63,55
5208,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615301,NIKE 5059/46/VINTAGE,AMER,46,VINTAGE,2023-09,0.0,green,shiny,0.0,Optical,Nike,Sport,Nike_green_NK5059,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60
5209,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615301,NIKE 5059/46/VINTAGE,AMER,46,VINTAGE,2023-10,0.0,green,shiny,0.0,Optical,Nike,Sport,Nike_green_NK5059,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58
5210,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615301,NIKE 5059/46/VINTAGE,AMER,46,VINTAGE,2023-11,0.0,green,shiny,0.0,Optical,Nike,Sport,Nike_green_NK5059,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73
5211,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615301,NIKE 5059/46/VINTAGE,AMER,46,VINTAGE,2023-12,0.0,green,shiny,0.0,Optical,Nike,Sport,Nike_green_NK5059,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93
5212,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615301,NIKE 5059/46/VINTAGE,AMER,46,VINTAGE,2024-01,0.0,green,shiny,0.0,Optical,Nike,Sport,Nike_green_NK5059,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67
5213,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615301,NIKE 5059/46/VINTAGE,AMER,46,VINTAGE,2024-02,0.0,green,shiny,0.0,Optical,Nike,Sport,Nike_green_NK5059,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66
5214,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615301,NIKE 5059/46/VINTAGE,AMER,46,VINTAGE,2024-03,1.0,green,shiny,0.0,Optical,Nike,Sport,Nike_green_NK5059,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62
5215,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615301,NIKE 5059/46/VINTAGE,AMER,46,VINTAGE,2024-04,46.0,green,shiny,0.0,Optical,Nike,Sport,Nike_green_NK5059,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63
5216,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615301,NIKE 5059/46/VINTAGE,AMER,46,VINTAGE,2024-05,210.0,green,shiny,0.0,Optical,Nike,Sport,Nike_green_NK5059,2024-05-01,45,30,67.0,25.0,4.44%,6.67%,18,70,18,41,48,57
5217,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615301,NIKE 5059/46/VINTAGE,AMER,46,VINTAGE,2024-06,174.0,green,shiny,0.0,Optical,Nike,Sport,Nike_green_NK5059,2024-06-01,47,32,66.0,29.0,-2.13%,-9.38%,20,85,21,42,37,60
5218,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615301,NIKE 5059/46/VINTAGE,AMER,46,VINTAGE,2024-07,153.0,green,shiny,0.0,Optical,Nike,Sport,Nike_green_NK5059,2024-07-01,46,29,64.0,31.0,2.17%,-13.79%,0,80,18,39,70,62
5219,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615301,NIKE 5059/46/VINTAGE,AMER,46,VINTAGE,2024-08,125.0,green,shiny,0.0,Optical,Nike,Sport,Nike_green_NK5059,2024-08-01,47,25,46.0,30.0,-2.13%,-20.00%,18,75,20,48,63,55
5232,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615410,NIKE 5059/46/MIDNIGH,AMER,46,MIDNIGH,2023-09,0.0,blue,shiny,0.0,Optical,Nike,Sport,Nike_blue_NK5059,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60
5233,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615410,NIKE 5059/46/MIDNIGH,AMER,46,MIDNIGH,2023-10,0.0,blue,shiny,0.0,Optical,Nike,Sport,Nike_blue_NK5059,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58
5234,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615410,NIKE 5059/46/MIDNIGH,AMER,46,MIDNIGH,2023-11,0.0,blue,shiny,0.0,Optical,Nike,Sport,Nike_blue_NK5059,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73
5235,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615410,NIKE 5059/46/MIDNIGH,AMER,46,MIDNIGH,2023-12,0.0,blue,shiny,0.0,Optical,Nike,Sport,Nike_blue_NK5059,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93
5236,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615410,NIKE 5059/46/MIDNIGH,AMER,46,MIDNIGH,2024-01,0.0,blue,shiny,0.0,Optical,Nike,Sport,Nike_blue_NK5059,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67
5237,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615410,NIKE 5059/46/MIDNIGH,AMER,46,MIDNIGH,2024-02,1.0,blue,shiny,0.0,Optical,Nike,Sport,Nike_blue_NK5059,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66
5238,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615410,NIKE 5059/46/MIDNIGH,AMER,46,MIDNIGH,2024-03,1.0,blue,shiny,0.0,Optical,Nike,Sport,Nike_blue_NK5059,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62
5239,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615410,NIKE 5059/46/MIDNIGH,AMER,46,MIDNIGH,2024-04,50.0,blue,shiny,0.0,Optical,Nike,Sport,Nike_blue_NK5059,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63
5240,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615410,NIKE 5059/46/MIDNIGH,AMER,46,MIDNIGH,2024-05,268.0,blue,shiny,0.0,Optical,Nike,Sport,Nike_blue_NK5059,2024-05-01,45,30,67.0,25.0,4.44%,6.67%,18,70,18,41,48,57
5241,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615410,NIKE 5059/46/MIDNIGH,AMER,46,MIDNIGH,2024-06,187.0,blue,shiny,0.0,Optical,Nike,Sport,Nike_blue_NK5059,2024-06-01,47,32,66.0,29.0,-2.13%,-9.38%,20,85,21,42,37,60
5242,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615410,NIKE 5059/46/MIDNIGH,AMER,46,MIDNIGH,2024-07,156.0,blue,shiny,0.0,Optical,Nike,Sport,Nike_blue_NK5059,2024-07-01,46,29,64.0,31.0,2.17%,-13.79%,0,80,18,39,70,62
5243,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615410,NIKE 5059/46/MIDNIGH,AMER,46,MIDNIGH,2024-08,156.0,blue,shiny,0.0,Optical,Nike,Sport,Nike_blue_NK5059,2024-08-01,47,25,46.0,30.0,-2.13%,-20.00%,18,75,20,48,63,55
5256,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615900,NIKE 5059/46/CLEAR/S,AMER,46,CLEAR/S,2023-09,0.0,crystal,shiny,1.0,Optical,Nike,Sport,Nike_crystal_NK5059,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60
5257,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615900,NIKE 5059/46/CLEAR/S,AMER,46,CLEAR/S,2023-10,0.0,crystal,shiny,1.0,Optical,Nike,Sport,Nike_crystal_NK5059,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58
5258,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615900,NIKE 5059/46/CLEAR/S,AMER,46,CLEAR/S,2023-11,0.0,crystal,shiny,1.0,Optical,Nike,Sport,Nike_crystal_NK5059,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73
5259,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615900,NIKE 5059/46/CLEAR/S,AMER,46,CLEAR/S,2023-12,0.0,crystal,shiny,1.0,Optical,Nike,Sport,Nike_crystal_NK5059,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93
5260,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615900,NIKE 5059/46/CLEAR/S,AMER,46,CLEAR/S,2024-01,0.0,crystal,shiny,1.0,Optical,Nike,Sport,Nike_crystal_NK5059,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67
5261,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615900,NIKE 5059/46/CLEAR/S,AMER,46,CLEAR/S,2024-02,0.0,crystal,shiny,1.0,Optical,Nike,Sport,Nike_crystal_NK5059,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66
5262,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615900,NIKE 5059/46/CLEAR/S,AMER,46,CLEAR/S,2024-03,0.0,crystal,shiny,1.0,Optical,Nike,Sport,Nike_crystal_NK5059,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62
5263,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615900,NIKE 5059/46/CLEAR/S,AMER,46,CLEAR/S,2024-04,64.0,crystal,shiny,1.0,Optical,Nike,Sport,Nike_crystal_NK5059,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63
5264,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615900,NIKE 5059/46/CLEAR/S,AMER,46,CLEAR/S,2024-05,225.0,crystal,shiny,1.0,Optical,Nike,Sport,Nike_crystal_NK5059,2024-05-01,45,30,67.0,25.0,4.44%,6.67%,18,70,18,41,48,57
5265,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615900,NIKE 5059/46/CLEAR/S,AMER,46,CLEAR/S,2024-06,201.0,crystal,shiny,1.0,Optical,Nike,Sport,Nike_crystal_NK5059,2024-06-01,47,32,66.0,29.0,-2.13%,-9.38%,20,85,21,42,37,60
5266,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615900,NIKE 5059/46/CLEAR/S,AMER,46,CLEAR/S,2024-07,157.0,crystal,shiny,1.0,Optical,Nike,Sport,Nike_crystal_NK5059,2024-07-01,46,29,64.0,31.0,2.17%,-13.79%,0,80,18,39,70,62
5267,KO,NIKE OPTICAL,NK5059,NIKE 5059,4615900,NIKE 5059/46/CLEAR/S,AMER,46,CLEAR/S,2024-08,163.0,crystal,shiny,1.0,Optical,Nike,Sport,Nike_crystal_NK5059,2024-08-01,47,25,46.0,30.0,-2.13%,-20.00%,18,75,20,48,63,55
2400,KO,NIKE OPTICAL,40698,NIKE 5019,4715003,NIKE 5019/47/MATTE S,AMER,47,MATTE S,2023-09,19.0,grey,matte,0.0,Optical,Nike,Sport,Nike_grey_40698,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60
2401,KO,NIKE OPTICAL,40698,NIKE 5019,4715003,NIKE 5019/47/MATTE S,AMER,47,MATTE S,2023-10,28.0,grey,matte,0.0,Optical,Nike,Sport,Nike_grey_40698,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58
2402,KO,NIKE OPTICAL,40698,NIKE 5019,4715003,NIKE 5019/47/MATTE S,AMER,47,MATTE S,2023-11,29.0,grey,matte,0.0,Optical,Nike,Sport,Nike_grey_40698,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73
2403,KO,NIKE OPTICAL,40698,NIKE 5019,4715003,NIKE 5019/47/MATTE S,AMER,47,MATTE S,2023-12,21.0,grey,matte,0.0,Optical,Nike,Sport,Nike_grey_40698,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93
2404,KO,NIKE OPTICAL,40698,NIKE 5019,4715003,NIKE 5019/47/MATTE S,AMER,47,MATTE S,2024-01,38.0,grey,matte,0.0,Optical,Nike,Sport,Nike_grey_40698,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67
2405,KO,NIKE OPTICAL,40698,NIKE 5019,4715003,NIKE 5019/47/MATTE S,AMER,47,MATTE S,2024-02,30.0,grey,matte,0.0,Optical,Nike,Sport,Nike_grey_40698,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66
2406,KO,NIKE OPTICAL,40698,NIKE 5019,4715003,NIKE 5019/47/MATTE S,AMER,47,MATTE S,2024-03,36.0,grey,matte,0.0,Optical,Nike,Sport,Nike_grey_40698,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62
2407,KO,NIKE OPTICAL,40698,NIKE 5019,4715003,NIKE 5019/47/MATTE S,AMER,47,MATTE S,2024-04,41.0,grey,matte,0.0,Optical,Nike,Sport,Nike_grey_40698,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63
2408,KO,NIKE OPTICAL,40698,NIKE 5019,4715003,NIKE 5019/47/MATTE S,AMER,47,MATTE S,2024-05,29.0,grey,matte,0.0,Optical,Nike,Sport,Nike_grey_40698,2024-05-01,45,30,67.0,25.0,4.44%,6.67%,18,70,18,41,48,57
2409,KO,NIKE OPTICAL,40698,NIKE 5019,4715003,NIKE 5019/47/MATTE S,AMER,47,MATTE S,2024-06,27.0,grey,matte,0.0,Optical,Nike,Sport,Nike_grey_40698,2024-06-01,47,32,66.0,29.0,-2.13%,-9.38%,20,85,21,42,37,60
2410,KO,NIKE OPTICAL,40698,NIKE 5019,4715003,NIKE 5019/47/MATTE S,AMER,47,MATTE S,2024-07,30.0,grey,matte,0.0,Optical,Nike,Sport,Nike_grey_40698,2024-07-01,46,29,64.0,31.0,2.17%,-13.79%,0,80,18,39,70,62
2411,KO,NIKE OPTICAL,40698,NIKE 5019,4715003,NIKE 5019/47/MATTE S,AMER,47,MATTE S,2024-08,39.0,grey,matte,0.0,Optical,Nike,Sport,Nike_grey_40698,2024-08-01,47,25,46.0,30.0,-2.13%,-20.00%,18,75,20,48,63,55
2424,KO,NIKE OPTICAL,40698,NIKE 5019,4715011,NIKE 5019/47/MATTE B,AMER,47,MATTE B,2023-09,75.0,black,matte,0.0,Optical,Nike,Sport,Nike_black_40698,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60
2425,KO,NIKE OPTICAL,40698,NIKE 5019,4715011,NIKE 5019/47/MATTE B,AMER,47,MATTE B,2023-10,88.0,black,matte,0.0,Optical,Nike,Sport,Nike_black_40698,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58
2426,KO,NIKE OPTICAL,40698,NIKE 5019,4715011,NIKE 5019/47/MATTE B,AMER,47,MATTE B,2023-11,77.0,black,matte,0.0,Optical,Nike,Sport,Nike_black_40698,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73
2427,KO,NIKE OPTICAL,40698,NIKE 5019,4715011,NIKE 5019/47/MATTE B,AMER,47,MATTE B,2023-12,85.0,black,matte,0.0,Optical,Nike,Sport,Nike_black_40698,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93
2428,KO,NIKE OPTICAL,40698,NIKE 5019,4715011,NIKE 5019/47/MATTE B,AMER,47,MATTE B,2024-01,87.0,black,matte,0.0,Optical,Nike,Sport,Nike_black_40698,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67
2429,KO,NIKE OPTICAL,40698,NIKE 5019,4715011,NIKE 5019/47/MATTE B,AMER,47,MATTE B,2024-02,85.0,black,matte,0.0,Optical,Nike,Sport,Nike_black_40698,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66
2430,KO,NIKE OPTICAL,40698,NIKE 5019,4715011,NIKE 5019/47/MATTE B,AMER,47,MATTE B,2024-03,100.0,black,matte,0.0,Optical,Nike,Sport,Nike_black_40698,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62
2431,KO,NIKE OPTICAL,40698,NIKE 5019,4715011,NIKE 5019/47/MATTE B,AMER,47,MATTE B,2024-04,119.0,black,matte,0.0,Optical,Nike,Sport,Nike_black_40698,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63
2432,KO,NIKE OPTICAL,40698,NIKE 5019,4715011,NIKE 5019/47/MATTE B,AMER,47,MATTE B,2024-05,75.0,black,matte,0.0,Optical,Nike,Sport,Nike_black_40698,2024-05-01,45,30,67.0,25.0,4.44%,6.67%,18,70,18,41,48,57
2433,KO,NIKE OPTICAL,40698,NIKE 5019,4715011,NIKE 5019/47/MATTE B,AMER,47,MATTE B,2024-06,74.0,black,matte,0.0,Optical,Nike,Sport,Nike_black_40698,2024-06-01,47,32,66.0,29.0,-2.13%,-9.38%,20,85,21,42,37,60
2434,KO,NIKE OPTICAL,40698,NIKE 5019,4715011,NIKE 5019/47/MATTE B,AMER,47,MATTE B,2024-07,87.0,black,matte,0.0,Optical,Nike,Sport,Nike_black_40698,2024-07-01,46,29,64.0,31.0,2.17%,-13.79%,0,80,18,39,70,62
2435,KO,NIKE OPTICAL,40698,NIKE 5019,4715011,NIKE 5019/47/MATTE B,AMER,47,MATTE B,2024-08,93.0,black,matte,0.0,Optical,Nike,Sport,Nike_black_40698,2024-08-01,47,25,46.0,30.0,-2.13%,-20.00%,18,75,20,48,63,55
2448,KO,NIKE OPTICAL,40698,NIKE 5019,4715422,NIKE 5019/47/MATTE M,AMER,47,MATTE M,2023-09,118.0,blue,matte,0.0,Optical,Nike,Sport,Nike_blue_40698,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60
2449,KO,NIKE OPTICAL,40698,NIKE 5019,4715422,NIKE 5019/47/MATTE M,AMER,47,MATTE M,2023-10,152.0,blue,matte,0.0,Optical,Nike,Sport,Nike_blue_40698,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58
2450,KO,NIKE OPTICAL,40698,NIKE 5019,4715422,NIKE 5019/47/MATTE M,AMER,47,MATTE M,2023-11,142.0,blue,matte,0.0,Optical,Nike,Sport,Nike_blue_40698,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73
2451,KO,NIKE OPTICAL,40698,NIKE 5019,4715422,NIKE 5019/47/MATTE M,AMER,47,MATTE M,2023-12,144.0,blue,matte,0.0,Optical,Nike,Sport,Nike_blue_40698,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93
2452,KO,NIKE OPTICAL,40698,NIKE 5019,4715422,NIKE 5019/47/MATTE M,AMER,47,MATTE M,2024-01,169.0,blue,matte,0.0,Optical,Nike,Sport,Nike_blue_40698,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67
2453,KO,NIKE OPTICAL,40698,NIKE 5019,4715422,NIKE 5019/47/MATTE M,AMER,47,MATTE M,2024-02,171.0,blue,matte,0.0,Optical,Nike,Sport,Nike_blue_40698,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66
2454,KO,NIKE OPTICAL,40698,NIKE 5019,4715422,NIKE 5019/47/MATTE M,AMER,47,MATTE M,2024-03,152.0,blue,matte,0.0,Optical,Nike,Sport,Nike_blue_40698,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62
